TotalPop,Female,Male,Asian,NonHispA,White,NonHispW,Am_Indian,Hawaii_PI,TotalHisp,NonHispB,Black,OtherRace,Bachelor,Associate,Master,HighSch,College,9_12Grade,Less9Grade,25_Older,Pop5Plus,CashAssis,BelowPover,MedianInco,Unemployed,BornForeig,ArmedForce,WithChild,Married,Profession,insurance,Disabili,NAME,state,county,tract
2589,1122,1467,20,20,2108,2034,8,0,297,12,12,80,557,157,252,100,396,32,21,1907,2424,19,131,149191,32,169,6,356,1284,829,2523,163,"Census Tract 73.02, San Diego County, California",6,73,7302
1750,996,754,186,102,1432,1328,0,0,208,56,56,20,661,44,276,116,122,0,0,1419,1634,0,141,111161,18,119,49,112,663,691,1632,143,"Census Tract 73.03, San Diego County, California",6,73,7303
3532,1537,1995,52,52,3101,2741,24,0,591,0,0,52,862,368,319,165,889,103,17,2985,3494,72,493,82292,53,254,0,138,805,1030,3099,167,"Census Tract 73.04, San Diego County, California",6,73,7304
3174,1576,1598,72,72,2554,2194,95,0,713,30,30,90,882,176,375,152,636,32,22,2404,2977,182,368,65703,143,214,72,300,995,897,2817,212,"Census Tract 74.01, San Diego County, California",6,73,7401
4434,2546,1888,118,118,3879,3491,78,20,727,0,0,66,1174,236,294,474,669,0,18,3221,3746,88,242,81676,28,361,15,545,1539,1153,4194,195,"Census Tract 74.02, San Diego County, California",6,73,7402
4451,2467,1984,93,93,3955,3499,0,113,570,109,109,45,1331,526,297,596,813,105,9,3957,4256,357,459,69628,34,292,17,205,734,1209,4227,300,"Census Tract 75.01, San Diego County, California",6,73,7501
3335,1351,1984,138,126,2578,2374,29,0,415,158,158,114,1254,212,432,256,330,75,61,2787,3191,89,257,70076,90,363,0,176,939,1335,2948,323,"Census Tract 75.02, San Diego County, California",6,73,7502
2407,899,1508,12,12,2239,2225,3,51,17,61,61,0,734,88,356,93,310,26,0,1836,2355,17,345,77054,44,205,11,41,849,776,2364,78,"Census Tract 76.01, San Diego County, California",6,73,7601
1705,731,974,37,37,1205,1055,0,88,323,168,168,154,575,16,304,165,117,0,0,1425,1705,0,24,98333,0,203,0,44,607,846,1499,137,"Census Tract 76.02, San Diego County, California",6,73,7602
4204,1884,2320,244,221,3470,3296,29,0,316,145,145,111,1939,277,515,119,606,0,0,3832,4125,117,211,97095,58,597,87,122,927,2215,3616,453,"Census Tract 77.01, San Diego County, California",6,73,7701
3748,2060,1688,160,160,3242,3011,0,0,467,23,23,122,1635,112,430,135,458,29,0,3070,3662,84,324,92230,107,390,30,184,1046,1604,3458,276,"Census Tract 77.02, San Diego County, California",6,73,7702
5759,2535,3224,261,261,4670,3426,0,0,1779,68,68,412,1651,609,573,474,781,25,78,4301,5369,114,190,76893,20,877,230,536,1809,1654,5215,290,"Census Tract 78, San Diego County, California",6,73,7800
2604,1338,1266,39,39,2219,2004,7,0,444,12,12,244,892,82,326,139,372,49,7,2072,2524,79,514,83789,109,254,0,114,520,1036,2407,88,"Census Tract 79.05, San Diego County, California",6,73,7905
3462,1818,1644,45,37,2880,2470,9,44,586,0,36,100,1291,147,318,179,553,85,75,2821,3378,14,483,78607,84,252,160,154,521,1548,3037,123,"Census Tract 79.07, San Diego County, California",6,73,7907
3699,1940,1759,98,89,3186,2430,0,0,1043,59,59,220,1136,135,297,330,353,24,137,2631,3504,38,233,73906,103,535,28,258,815,1156,3202,148,"Census Tract 79.08, San Diego County, California",6,73,7908
3247,1596,1651,159,159,2752,2620,0,43,270,52,52,93,1182,143,241,198,338,8,27,2460,3118,45,425,73939,81,286,71,129,657,918,2896,213,"Census Tract 79.10, San Diego County, California",6,73,7910
2318,1311,1007,106,106,2038,1848,0,0,286,10,10,32,910,96,357,46,267,32,0,1826,2195,66,350,64701,72,252,0,139,616,906,2157,53,"Census Tract 79.11, San Diego County, California",6,73,7911
1640,772,868,107,107,1260,1166,19,0,184,56,56,26,571,157,136,163,176,40,0,1316,1525,37,88,84955,61,184,26,142,375,748,1366,85,"Census Tract 79.12, San Diego County, California",6,73,7912
2769,1235,1534,78,54,2392,2076,32,0,473,0,0,22,984,66,291,206,267,16,23,2148,2587,58,103,153750,0,370,105,364,1167,917,2538,226,"Census Tract 80.02, San Diego County, California",6,73,8002
3793,1666,2127,149,134,3399,2925,0,0,539,0,13,37,1672,127,446,158,313,37,14,3118,3552,37,281,133802,51,278,52,170,1046,1716,3599,98,"Census Tract 80.03, San Diego County, California",6,73,8003
3888,1808,2080,240,231,3455,3208,9,0,312,43,43,12,1405,182,581,128,441,10,6,3146,3709,10,131,104886,32,508,0,333,1362,1796,3556,277,"Census Tract 80.06, San Diego County, California",6,73,8006
3808,1949,1859,125,125,3556,3330,0,0,239,23,23,0,1034,328,598,199,483,12,0,3106,3632,23,192,86349,104,414,55,324,1858,1355,3565,474,"Census Tract 81.01, San Diego County, California",6,73,8101
3515,1674,1841,92,92,2977,2824,0,20,243,6,6,0,914,292,482,143,285,18,0,2544,3300,13,90,157500,233,526,0,375,1777,890,3380,171,"Census Tract 81.02, San Diego County, California",6,73,8102
2065,925,1140,74,74,1645,1436,0,0,277,83,83,9,571,22,334,40,296,12,0,1531,1774,32,78,96083,11,460,0,229,842,628,2018,320,"Census Tract 82.01, San Diego County, California",6,73,8201
1031,668,363,117,117,868,784,0,0,127,3,3,14,203,31,178,101,142,45,17,975,1021,0,39,81250,0,263,0,28,568,238,920,191,"Census Tract 82.02, San Diego County, California",6,73,8202
3205,1571,1634,176,176,2629,2238,0,0,455,58,71,50,1010,41,504,215,427,0,19,2554,3070,42,72,187125,10,653,28,274,1553,966,3119,203,"Census Tract 83.01, San Diego County, California",6,73,8301
3471,1840,1631,348,333,2780,2627,0,0,365,13,13,19,939,82,562,82,405,18,1,2654,3371,0,424,179712,44,656,0,310,2069,1020,3437,279,"Census Tract 83.03, San Diego County, California",6,73,8303
1178,566,612,376,376,603,408,34,0,324,53,53,39,241,62,233,66,148,23,0,867,1044,65,308,48194,15,465,0,115,471,414,1117,46,"Census Tract 83.05, San Diego County, California",6,73,8305
2899,1480,1419,142,142,2504,2278,0,0,317,0,0,132,801,141,459,151,204,11,0,2093,2818,15,82,176544,78,423,0,332,1456,904,2837,255,"Census Tract 83.06, San Diego County, California",6,73,8306
4437,2033,2404,517,517,3425,2744,123,14,807,117,117,102,1069,147,485,141,360,4,13,2859,4148,9,489,95313,162,779,7,448,1845,1220,4388,502,"Census Tract 83.07, San Diego County, California",6,73,8307
5752,2958,2794,572,527,4594,4074,0,0,757,195,195,178,1221,212,1063,416,353,12,0,4154,5409,36,436,136020,146,1275,0,579,2996,1418,5690,441,"Census Tract 83.10, San Diego County, California",6,73,8310
2778,1348,1430,185,104,2303,2218,7,4,373,8,8,0,815,118,409,68,183,6,4,2032,2626,9,105,201392,38,401,0,256,1689,832,2763,240,"Census Tract 83.11, San Diego County, California",6,73,8311
3657,2078,1579,411,411,2794,2644,0,0,334,31,31,57,700,112,756,197,215,105,26,2808,3561,40,177,140172,124,895,6,316,1730,1230,3427,343,"Census Tract 83.12, San Diego County, California",6,73,8312
2200,988,1212,355,355,1753,1647,0,0,113,17,17,39,389,58,357,39,197,13,23,1574,2115,4,99,184185,58,692,0,263,1210,660,2145,169,"Census Tract 83.13, San Diego County, California",6,73,8313
7134,3280,3854,731,731,5898,5734,0,34,295,111,111,49,1861,146,1176,289,702,0,74,5572,6743,73,315,161694,177,1160,34,721,3717,2313,6699,387,"Census Tract 83.24, San Diego County, California",6,73,8324
5838,3076,2762,1169,1169,4227,3945,0,20,455,73,89,71,1412,282,900,351,376,0,0,4297,5467,30,241,149521,274,1513,0,893,2809,2208,5811,345,"Census Tract 83.27, San Diego County, California",6,73,8327
6697,3625,3072,2983,2983,3079,2581,0,0,629,24,24,97,916,225,1149,127,391,35,0,4288,6283,60,502,199063,232,2701,0,1313,3571,2450,6466,219,"Census Tract 83.28, San Diego County, California",6,73,8328
4826,2472,2354,1168,1116,3352,3306,0,0,230,0,0,19,1019,84,724,152,359,16,0,3130,4383,47,180,164417,106,1300,44,773,2384,1616,4660,193,"Census Tract 83.30, San Diego County, California",6,73,8330
2706,1492,1214,429,420,2089,1911,0,0,216,0,0,8,870,47,394,42,124,5,8,1835,2600,5,36,180655,77,493,18,453,1417,1087,2647,152,"Census Tract 83.31, San Diego County, California",6,73,8331
2268,1105,1163,479,479,1545,1415,40,4,166,0,0,28,521,190,394,156,185,10,0,1614,2181,4,36,161875,60,529,0,270,1240,876,2178,148,"Census Tract 83.36, San Diego County, California",6,73,8336
5182,2699,2483,1799,1731,2707,2291,0,39,659,62,62,60,1339,368,603,241,604,64,38,3662,4776,40,162,154298,172,1208,15,638,2667,1788,5033,358,"Census Tract 83.37, San Diego County, California",6,73,8337
1916,770,1146,514,509,1022,884,0,0,292,29,36,92,368,55,177,55,128,37,0,1042,1853,16,761,63026,109,494,9,86,514,760,1843,59,"Census Tract 83.39, San Diego County, California",6,73,8339
4710,2217,2493,1342,1342,2734,2274,0,0,770,32,41,201,1016,120,381,209,211,45,64,2640,4372,94,1174,67065,136,1648,0,324,1128,1774,4402,232,"Census Tract 83.43, San Diego County, California",6,73,8343
3774,1856,1918,661,661,2725,2502,35,0,232,108,108,25,937,224,417,241,375,90,0,2814,3632,0,181,127594,71,756,0,444,1836,1091,3580,339,"Census Tract 83.44, San Diego County, California",6,73,8344
4662,2602,2060,762,762,3593,3337,24,0,333,45,68,123,1246,315,679,272,652,0,8,3560,4591,149,322,79736,287,1068,0,560,2136,1104,4560,568,"Census Tract 83.45, San Diego County, California",6,73,8345
4380,2205,2175,1790,1765,2195,2078,0,0,290,14,14,48,1127,229,668,181,261,63,12,3192,3949,43,102,155893,118,1633,8,474,2293,1994,4311,213,"Census Tract 83.46, San Diego County, California",6,73,8346
7294,3421,3873,3904,3891,1899,1748,10,0,943,110,126,679,1225,361,597,632,1083,237,280,5278,6790,220,274,120250,139,3207,48,867,3715,1931,6962,565,"Census Tract 83.47, San Diego County, California",6,73,8347
5363,2886,2477,3089,3035,1524,1091,0,25,540,118,118,307,1418,340,329,357,912,200,76,4209,5227,15,348,103911,60,2453,7,442,2398,1327,5183,476,"Census Tract 83.48, San Diego County, California",6,73,8348
3974,1980,1994,1908,1908,1381,1112,0,31,568,113,113,60,678,311,246,523,629,234,42,2988,3640,37,56,117782,60,1399,13,383,1688,913,3810,466,"Census Tract 83.49, San Diego County, California",6,73,8349
6807,3190,3617,3501,3473,2462,2134,21,22,566,195,195,164,1574,586,610,435,724,171,80,4704,6173,101,303,107500,98,2781,33,760,2698,2226,6477,583,"Census Tract 83.50, San Diego County, California",6,73,8350
4792,2231,2561,2862,2862,1250,1130,31,0,385,284,284,216,1133,268,535,454,589,194,67,3535,4497,55,210,113219,115,2395,8,495,2284,1550,4692,248,"Census Tract 83.51, San Diego County, California",6,73,8351
4216,2102,2114,1910,1857,1834,890,0,23,1259,51,66,248,559,221,397,358,778,266,164,2874,3931,29,457,94435,143,1625,8,325,1787,812,3905,384,"Census Tract 83.52, San Diego County, California",6,73,8352
5218,2432,2786,2521,2504,1784,1328,50,11,757,330,452,110,997,408,559,391,924,165,70,3873,4900,67,497,99782,178,1800,27,559,2604,1201,4962,378,"Census Tract 83.53, San Diego County, California",6,73,8353
3120,1630,1490,1582,1582,891,728,3,0,363,238,248,159,806,129,232,228,469,73,0,2129,2850,41,94,121094,101,1209,63,354,1507,801,2993,302,"Census Tract 83.55, San Diego County, California",6,73,8355
4295,2034,2261,1968,1968,1776,1192,0,0,805,265,265,221,819,365,397,370,347,184,101,2932,4010,56,425,93988,81,1423,19,590,1841,1278,4071,345,"Census Tract 83.56, San Diego County, California",6,73,8356
4897,2326,2571,2982,2963,1241,1091,13,0,676,80,102,438,1300,327,301,517,474,72,234,3490,4564,117,850,96438,82,2456,34,505,2117,1498,4514,363,"Census Tract 83.57, San Diego County, California",6,73,8357
7246,3543,3703,3544,3529,2345,1874,0,194,1090,159,166,369,1226,582,296,820,1496,178,221,5224,6953,184,614,100564,319,2963,95,689,3850,1895,6857,967,"Census Tract 83.58, San Diego County, California",6,73,8358
4472,2152,2320,1438,1406,1661,1090,25,9,1576,220,220,849,863,177,372,436,593,113,308,3147,4145,175,572,64135,117,2208,82,582,1904,1077,3791,369,"Census Tract 83.59, San Diego County, California",6,73,8359
7256,3473,3783,2711,2711,2319,1577,16,55,2355,245,275,420,978,337,720,986,1123,448,179,5093,6786,167,504,83596,169,2760,119,662,3036,1857,6592,520,"Census Tract 83.60, San Diego County, California",6,73,8360
2844,1575,1269,900,900,1626,1425,4,0,268,127,141,38,645,49,333,140,218,34,0,1767,2755,60,908,66680,101,1101,13,147,621,1014,2556,237,"Census Tract 83.61, San Diego County, California",6,73,8361
3478,1457,2021,505,505,2693,2435,0,0,315,40,40,12,846,65,617,176,239,50,32,2567,3223,109,321,102714,168,1000,7,460,1208,1302,3073,183,"Census Tract 83.62, San Diego County, California",6,73,8362
4978,2482,2496,2405,2405,2059,1386,60,0,813,0,15,99,889,128,338,198,554,30,0,2846,4800,0,1890,58986,298,1942,15,310,1400,1884,4677,444,"Census Tract 83.63, San Diego County, California",6,73,8363
5528,2697,2831,2691,2691,2435,2010,0,0,637,86,86,127,1523,114,1054,57,213,36,0,3754,5319,0,1701,77083,42,2206,0,322,1749,2571,5449,133,"Census Tract 83.64, San Diego County, California",6,73,8364
2943,1600,1343,1023,1006,1671,1384,9,0,364,0,0,56,794,181,379,215,236,47,15,2189,2820,72,91,168984,17,965,8,355,1598,978,2884,226,"Census Tract 83.65, San Diego County, California",6,73,8365
7239,3461,3778,2586,2556,3924,3661,9,66,412,47,47,29,1993,263,1481,127,314,140,2,4840,6914,70,164,173693,152,2313,64,1115,3893,2727,7117,404,"Census Tract 83.66, San Diego County, California",6,73,8366
3179,1565,1614,635,635,1982,1691,0,0,731,0,210,210,611,186,392,114,412,84,0,2071,2949,110,416,104875,158,972,0,498,1721,1002,2850,113,"Census Tract 83.67, San Diego County, California",6,73,8367
7098,3865,3233,3257,3257,2438,2240,108,73,574,108,108,306,1691,460,770,434,547,42,0,4509,6726,32,284,191602,139,2221,19,1017,3620,2412,6646,454,"Census Tract 83.68, San Diego County, California",6,73,8368
3922,1808,2114,1559,1559,2153,1984,0,0,176,164,164,0,694,172,1065,117,379,0,0,3015,3790,15,56,118173,57,1838,0,472,2068,2224,3886,176,"Census Tract 83.69, San Diego County, California",6,73,8369
3886,2261,1625,857,857,2515,2274,0,0,407,33,33,86,1148,91,600,59,486,16,54,2853,3450,104,93,111392,57,974,40,535,1657,1915,3706,188,"Census Tract 83.70, San Diego County, California",6,73,8370
3516,2011,1505,690,690,2431,2264,0,0,167,0,0,162,1042,0,578,73,380,0,0,2424,3417,0,144,126059,151,781,31,538,1710,1316,3369,18,"Census Tract 83.71, San Diego County, California",6,73,8371
4119,2261,1858,987,987,2565,2435,97,0,289,88,88,159,1027,74,429,137,173,33,0,2397,3759,47,94,220718,81,1173,0,677,1988,1193,3707,192,"Census Tract 83.72, San Diego County, California",6,73,8372
3407,1844,1563,1229,1229,2049,1812,0,0,275,91,91,38,658,132,725,190,407,0,0,2596,3379,29,106,146845,0,1001,11,372,1654,1614,3396,26,"Census Tract 83.73, San Diego County, California",6,73,8373
4363,2278,2085,2197,2197,1842,1486,0,0,356,0,0,0,711,56,647,55,176,0,6,2626,4199,0,6,250001,81,1426,0,907,2156,1756,4216,283,"Census Tract 83.74, San Diego County, California",6,73,8374
4104,2125,1979,1892,1892,2033,1606,0,0,427,45,45,0,696,154,822,40,303,0,134,3117,3794,15,875,104242,78,2194,59,390,2011,1654,3972,192,"Census Tract 83.75, San Diego County, California",6,73,8375
6001,2322,3679,1323,1323,3284,2886,0,19,1475,112,351,258,1851,69,671,155,429,0,69,3884,5836,94,1553,96845,320,2125,0,385,1915,1838,5129,435,"Census Tract 83.76, San Diego County, California",6,73,8376
2223,1303,920,843,843,1131,958,0,0,268,58,58,95,682,53,290,84,99,0,55,1415,2172,31,941,63811,115,854,0,66,480,852,2183,316,"Census Tract 83.77, San Diego County, California",6,73,8377
813,339,474,357,357,414,377,0,0,37,0,0,0,266,0,167,0,11,0,0,507,813,0,336,68971,0,320,0,13,201,383,798,37,"Census Tract 83.78, San Diego County, California",6,73,8378
4255,1913,2342,2551,2551,1468,1449,7,0,38,85,85,50,788,39,759,125,207,0,7,2269,4054,10,1757,52258,155,2532,0,227,1525,1125,3522,491,"Census Tract 83.79, San Diego County, California",6,73,8379
7229,3787,3442,3578,3556,2659,2324,0,55,683,258,258,151,1706,400,757,529,863,129,92,4970,6647,242,718,89267,198,2768,81,799,2930,2132,6471,856,"Census Tract 83.80, San Diego County, California",6,73,8380
3582,1469,2113,2340,2340,766,694,0,0,99,160,160,0,810,143,993,112,213,108,0,2625,3235,11,146,148824,52,2032,0,276,1386,1945,3529,389,"Census Tract 83.81, San Diego County, California",6,73,8381
5925,3032,2893,336,336,4517,3915,0,0,1351,14,14,123,1206,362,622,434,687,323,58,4086,5322,154,662,103316,40,808,11,734,2439,1893,5288,474,"Census Tract 85.01, San Diego County, California",6,73,8501
7965,4351,3614,650,650,6388,5192,13,0,1636,148,148,209,1916,420,646,1003,929,133,95,5691,7573,101,812,114500,239,1527,14,924,3401,2444,7578,1075,"Census Tract 85.02, San Diego County, California",6,73,8502
8599,4116,4483,548,476,6932,4757,0,0,2957,0,0,663,1734,616,712,699,872,504,161,5972,8361,366,940,93227,156,1558,10,884,2866,2212,8261,799,"Census Tract 85.03, San Diego County, California",6,73,8503
6409,3046,3363,590,573,4685,4274,0,44,1239,146,146,445,1728,377,442,435,986,125,55,4577,5868,148,591,115703,143,672,18,780,2828,2055,6220,657,"Census Tract 85.04, San Diego County, California",6,73,8504
5888,2675,3213,1090,1011,4206,3112,0,0,1364,260,260,242,988,279,453,563,1187,133,140,4034,5657,30,518,94545,79,1546,20,449,2434,1438,5499,623,"Census Tract 85.05, San Diego County, California",6,73,8505
4539,2023,2516,762,737,3345,2647,7,0,992,89,109,83,717,363,354,530,754,126,64,3229,4305,103,325,89265,231,893,53,487,1536,1080,4199,647,"Census Tract 85.06, San Diego County, California",6,73,8506
7818,3923,3895,1561,1561,4190,2994,9,69,2457,632,632,691,1296,716,480,678,1493,246,246,5730,7409,379,658,86688,136,2156,16,747,2819,2056,7576,1102,"Census Tract 85.07, San Diego County, California",6,73,8507
7076,3364,3712,934,934,4878,3890,0,21,1747,358,447,405,1211,574,835,618,1162,232,84,5461,6746,121,376,87989,145,1893,99,661,3306,2160,6607,757,"Census Tract 85.09, San Diego County, California",6,73,8509
6613,2832,3781,1250,1248,4106,3068,17,27,1765,225,354,325,1365,540,456,1018,1001,209,74,5054,6270,327,889,44763,301,1347,27,623,2285,1509,6374,1185,"Census Tract 85.10, San Diego County, California",6,73,8510
5128,2445,2683,1457,1363,3019,2187,0,0,1230,245,262,83,1429,522,555,439,557,173,62,4124,4923,137,517,106755,287,1396,41,418,2410,2292,4778,577,"Census Tract 85.11, San Diego County, California",6,73,8511
4571,2191,2380,364,364,3645,3058,0,0,870,113,113,82,955,216,514,455,776,65,24,3210,4349,78,287,105278,167,333,32,474,1764,1130,4337,502,"Census Tract 85.12, San Diego County, California",6,73,8512
2810,1467,1343,273,273,2184,1974,0,0,316,57,57,92,678,140,344,155,592,56,8,2095,2594,22,44,102122,102,380,10,313,1368,884,2726,278,"Census Tract 85.13, San Diego County, California",6,73,8513
7542,3952,3590,1225,1225,4348,2055,93,0,3631,277,277,1316,616,284,567,961,1118,519,441,5032,7167,415,1312,52590,362,2558,0,815,2336,1013,6429,767,"Census Tract 86, San Diego County, California",6,73,8600
3010,1508,1502,722,722,1766,1313,0,0,633,115,136,73,626,262,180,237,405,64,27,2073,2776,43,374,68629,123,551,351,370,1094,657,2333,180,"Census Tract 87.01, San Diego County, California",6,73,8701
5377,2686,2691,722,722,3650,2583,13,27,1418,302,332,202,824,388,465,626,951,312,214,3965,5223,124,694,88952,175,1138,72,270,1898,1260,4242,668,"Census Tract 87.02, San Diego County, California",6,73,8702
7245,3725,3520,3069,3069,2759,1185,34,12,2430,384,428,484,1201,316,339,655,1162,362,440,5105,6969,308,1075,64025,314,3524,40,658,2735,1370,6296,813,"Census Tract 88, San Diego County, California",6,73,8800
5517,2748,2769,746,746,3933,2560,13,0,1931,142,183,383,1201,208,377,465,1328,115,18,4074,5330,157,1055,81185,252,1233,56,499,1872,1581,4705,311,"Census Tract 89.01, San Diego County, California",6,73,8901
2624,1134,1490,158,158,2067,1610,0,29,587,135,135,156,603,145,393,196,609,0,0,2087,2551,16,161,86231,127,436,212,115,750,874,2294,186,"Census Tract 89.02, San Diego County, California",6,73,8902
5017,2446,2571,650,643,3671,1606,21,31,2464,68,78,52,978,112,411,468,508,290,95,3123,4843,106,439,87266,156,1519,10,409,1387,909,4266,556,"Census Tract 90, San Diego County, California",6,73,9000
5874,2739,3135,170,157,5122,4662,0,0,586,176,176,88,1855,366,593,406,1160,73,29,4881,5667,54,268,105508,128,1002,17,524,2771,2182,5499,489,"Census Tract 91.01, San Diego County, California",6,73,9101
4288,2026,2262,415,379,2766,2148,18,0,1546,107,107,151,1262,163,231,387,1208,21,73,3510,4123,132,768,54288,65,1303,22,214,1099,1327,3875,371,"Census Tract 91.02, San Diego County, California",6,73,9102
4247,2110,2137,135,135,3617,3062,84,0,649,43,43,43,1381,225,386,381,425,88,44,3187,3994,61,202,112596,102,352,18,381,1914,1279,4119,489,"Census Tract 91.03, San Diego County, California",6,73,9103
2922,1541,1381,120,120,2633,2272,0,0,397,29,29,0,861,99,407,427,325,36,0,2260,2778,9,58,105645,28,165,10,301,1131,994,2701,253,"Census Tract 91.04, San Diego County, California",6,73,9104
5081,2825,2256,640,595,3655,2965,8,0,1161,138,170,342,1039,203,406,286,829,81,62,3036,4958,97,1176,66346,46,807,101,282,895,1211,4562,490,"Census Tract 91.07, San Diego County, California",6,73,9107
1965,925,1040,72,72,1525,1107,34,0,693,6,6,28,353,192,162,301,294,54,11,1504,1809,70,129,77024,88,259,15,257,855,511,1877,219,"Census Tract 91.08, San Diego County, California",6,73,9108
3323,2268,1055,315,297,2507,2043,18,10,633,192,208,61,17,2,7,7,20,0,0,63,3323,0,21,74667,34,173,0,5,14,184,3279,76,"Census Tract 91.09, San Diego County, California",6,73,9109
5683,2576,3107,1345,1121,2550,1797,0,1,1552,948,1002,119,975,351,315,678,796,83,25,3351,5228,77,970,61504,126,1106,684,783,2201,1064,4514,814,"Census Tract 92.01, San Diego County, California",6,73,9201
2986,1577,1409,388,388,2123,1507,0,0,646,121,121,165,935,229,446,73,346,0,0,2386,2810,54,425,78638,128,668,134,217,1159,1108,2712,190,"Census Tract 92.03, San Diego County, California",6,73,9203
4067,2056,2011,227,227,2679,2292,39,0,633,821,821,34,1030,269,351,391,704,94,0,2969,3829,85,163,137756,153,304,251,380,1861,1132,3647,470,"Census Tract 92.04, San Diego County, California",6,73,9204
5809,2813,2996,1040,1033,3392,2837,0,0,1704,99,111,470,1043,526,395,523,822,101,75,3815,5487,168,911,78849,319,1579,19,600,1831,1430,5414,721,"Census Tract 93.01, San Diego County, California",6,73,9301
4911,2466,2445,804,792,3150,2764,0,0,790,189,209,114,1242,237,423,207,909,80,22,3794,4659,199,219,107921,348,992,179,341,2367,1476,4589,390,"Census Tract 93.05, San Diego County, California",6,73,9305
5617,2483,3134,1281,1281,3278,2760,72,19,820,414,414,271,1408,319,454,780,940,30,0,4255,5235,24,474,94330,327,1444,185,624,2100,1513,4921,309,"Census Tract 93.06, San Diego County, California",6,73,9306
4171,1963,2208,500,376,2883,2286,28,0,940,210,210,174,1397,283,70,383,796,26,0,3140,4018,119,404,74563,118,1117,323,189,1199,1317,3752,208,"Census Tract 93.07, San Diego County, California",6,73,9307
4326,1923,2403,454,454,3282,2471,0,0,1250,97,97,298,1141,33,489,581,821,9,0,3332,4010,0,176,86731,210,1114,464,376,1399,1616,3643,245,"Census Tract 93.08, San Diego County, California",6,73,9308
4688,1246,3442,209,209,2880,2254,96,9,1257,544,554,389,361,146,38,155,483,15,0,1236,4321,19,98,48148,54,352,2767,379,1148,149,1572,70,"Census Tract 94, San Diego County, California",6,73,9400
4342,2118,2224,859,859,2855,2656,18,0,405,227,227,134,1136,194,549,312,601,54,56,3089,3843,77,275,105313,156,896,70,541,1935,1267,4049,294,"Census Tract 95.02, San Diego County, California",6,73,9502
6262,3153,3109,1259,1259,4519,3919,0,0,692,163,163,52,1161,311,1119,624,527,47,0,4276,5819,13,183,198438,19,1135,167,855,3834,2055,6020,701,"Census Tract 95.04, San Diego County, California",6,73,9504
7179,3581,3598,1535,1535,4859,4248,18,21,965,228,228,53,2134,478,944,541,1042,32,0,5541,6782,0,492,118603,118,1440,95,741,3433,2496,6925,802,"Census Tract 95.05, San Diego County, California",6,73,9505
4624,2526,2098,438,438,3225,2912,0,0,536,82,82,186,958,267,644,294,522,112,5,3153,4242,17,90,129265,57,684,0,691,2165,1407,4612,371,"Census Tract 95.06, San Diego County, California",6,73,9506
3973,1940,2033,378,345,2925,2274,8,40,808,193,193,105,868,204,349,273,578,48,0,2786,3597,36,367,91694,83,884,161,543,1596,1272,3719,427,"Census Tract 95.07, San Diego County, California",6,73,9507
4819,2239,2580,1019,1019,2744,2409,0,0,840,198,217,446,1491,202,391,185,810,94,0,3337,4583,119,292,98045,40,1262,82,546,1953,1733,4592,264,"Census Tract 95.09, San Diego County, California",6,73,9509
4896,2671,2225,124,108,3795,2686,0,0,1475,466,471,227,464,197,44,581,629,7,16,2019,3583,9,605,60880,81,158,884,1007,2327,181,3982,200,"Census Tract 95.10, San Diego County, California",6,73,9510
4576,2564,2012,15,15,3052,2164,50,0,1279,723,741,78,319,355,177,291,628,0,0,1888,3737,12,280,71974,51,260,586,939,1819,370,3990,172,"Census Tract 95.11, San Diego County, California",6,73,9511
4145,2123,2022,183,183,3261,2942,22,13,721,139,139,301,663,351,542,448,689,15,25,2979,3971,60,222,99167,69,435,31,446,1715,932,3956,413,"Census Tract 96.02, San Diego County, California",6,73,9602
5668,2783,2885,558,548,3383,2602,133,0,1573,665,756,329,1165,717,572,320,1202,192,0,4472,5432,105,881,64618,15,1158,171,477,1769,1447,4867,421,"Census Tract 96.03, San Diego County, California",6,73,9603
3465,1629,1836,286,208,2449,1982,18,0,797,229,229,200,844,179,199,261,667,165,39,2467,3290,29,307,88182,152,561,87,386,1416,886,3199,231,"Census Tract 96.04, San Diego County, California",6,73,9604
3057,1489,1568,197,190,2585,2337,17,16,385,26,26,72,761,198,349,320,549,21,14,2344,2946,36,153,94643,52,201,0,329,1395,924,2980,380,"Census Tract 97.03, San Diego County, California",6,73,9703
6732,3732,3000,544,328,5188,4430,0,0,1265,439,439,79,1645,331,863,471,909,86,35,4750,6133,136,518,112153,229,893,20,811,2936,2023,6341,693,"Census Tract 97.04, San Diego County, California",6,73,9704
3868,2004,1864,272,272,2750,2467,0,0,598,212,234,221,917,218,616,324,458,18,0,2896,3721,58,192,124444,57,345,56,339,1888,1118,3777,425,"Census Tract 97.05, San Diego County, California",6,73,9705
7515,3637,3878,396,396,6003,5140,86,0,1486,196,196,338,1795,361,701,693,1121,79,96,5524,6984,66,315,134886,308,892,0,789,3562,2146,7053,841,"Census Tract 97.06, San Diego County, California",6,73,9706
5213,2604,2609,313,296,4317,3772,0,0,680,106,106,48,1499,397,803,355,468,62,14,3973,4882,31,263,99395,0,362,12,596,2716,1835,4975,475,"Census Tract 98.01, San Diego County, California",6,73,9801
6673,3453,3220,537,512,4935,4057,0,49,1361,287,336,382,1373,409,588,857,808,136,52,4415,6317,113,693,80943,162,775,74,742,2850,1628,6391,547,"Census Tract 98.02, San Diego County, California",6,73,9802
